,problem,correct_solution,intermediate_1,intermediate_2
697,((13+68)+(42+51)),174,81,93
698,((42+17)+(29+38)),126,59,67
699,((13+46)+(21+81)),161,59,102
700,((43+68)+(95+75)),281,111,170
701,((53+67)+(76+88)),284,120,164
702,((57+19)+(18+29)),123,76,47
703,((25+31)+(69+54)),179,56,123
704,((52+65)+(64+16)),197,117,80
705,((70+25)+(23+62)),180,95,85
706,((27+94)+(91+94)),306,121,185
707,((26+17)+(37+72)),152,43,109
708,((61+56)+(13+68)),198,117,81
709,((54+98)+(74+60)),286,152,134
710,((47+69)+(15+16)),147,116,31
711,((10+97)+(17+73)),197,107,90
712,((81+86)+(56+16)),239,167,72
713,((94+81)+(27+61)),263,175,88
714,((29+11)+(90+72)),202,40,162
715,((74+33)+(84+10)),201,107,94
716,((64+29)+(93+90)),276,93,183
717,((97+54)+(43+74)),268,151,117
718,((97+37)+(35+27)),196,134,62
719,((52+72)+(42+43)),209,124,85
720,((49+70)+(59+87)),265,119,146
721,((22+45)+(92+87)),246,67,179
722,((83+64)+(39+39)),225,147,78
723,((81+73)+(36+30)),220,154,66
724,((30+29)+(86+52)),197,59,138
725,((80+31)+(33+61)),205,111,94
726,((96+59)+(26+14)),195,155,40
727,((13+36)+(83+38)),170,49,121
728,((25+23)+(63+32)),143,48,95
729,((26+41)+(64+49)),180,67,113
730,((91+90)+(71+47)),299,181,118
731,((83+15)+(28+63)),189,98,91
732,((17+78)+(14+47)),156,95,61
733,((62+28)+(25+33)),148,90,58
734,((52+26)+(70+78)),226,78,148
735,((58+24)+(66+20)),168,82,86
736,((82+51)+(88+24)),245,133,112
737,((92+26)+(79+67)),264,118,146
738,((62+72)+(75+81)),290,134,156
739,((18+85)+(91+47)),241,103,138
740,((83+92)+(34+48)),257,175,82
741,((71+47)+(31+22)),171,118,53
742,((42+37)+(57+85)),221,79,142
743,((96+79)+(27+46)),248,175,73
744,((60+31)+(23+32)),146,91,55
745,((91+10)+(65+62)),228,101,127
746,((28+32)+(33+87)),180,60,120
747,((41+68)+(72+89)),270,109,161
748,((56+93)+(62+91)),302,149,153
749,((54+43)+(59+94)),250,97,153
750,((15+69)+(62+97)),243,84,159
751,((95+77)+(31+97)),300,172,128
752,((37+25)+(78+24)),164,62,102
753,((85+56)+(39+37)),217,141,76
754,((15+98)+(16+96)),225,113,112
755,((26+70)+(33+99)),228,96,132
756,((58+26)+(60+85)),229,84,145
757,((87+50)+(41+80)),258,137,121
758,((77+48)+(62+59)),246,125,121
759,((84+84)+(14+43)),225,168,57
760,((80+17)+(97+28)),222,97,125
761,((95+79)+(79+32)),285,174,111
762,((11+87)+(20+41)),159,98,61
763,((55+50)+(94+85)),284,105,179
764,((13+15)+(87+17)),132,28,104
765,((18+82)+(52+55)),207,100,107
766,((77+39)+(90+37)),243,116,127
767,((54+75)+(50+72)),251,129,122
768,((99+51)+(76+28)),254,150,104
769,((12+87)+(12+65)),176,99,77
770,((50+89)+(63+45)),247,139,108
771,((90+59)+(29+31)),209,149,60
772,((15+63)+(30+72)),180,78,102
773,((98+33)+(95+53)),279,131,148
774,((61+28)+(73+82)),244,89,155
775,((41+74)+(93+50)),258,115,143
776,((22+54)+(20+85)),181,76,105
777,((41+53)+(52+75)),221,94,127
778,((22+52)+(15+52)),141,74,67
779,((48+13)+(27+54)),142,61,81
780,((16+12)+(14+30)),72,28,44
781,((10+80)+(46+51)),187,90,97
782,((56+21)+(25+69)),171,77,94
783,((85+61)+(65+73)),284,146,138
784,((91+89)+(88+49)),317,180,137
785,((39+56)+(40+15)),150,95,55
786,((31+81)+(47+46)),205,112,93
787,((17+83)+(66+86)),252,100,152
788,((91+54)+(23+16)),184,145,39
789,((74+34)+(26+86)),220,108,112
790,((89+74)+(13+67)),243,163,80
791,((99+19)+(47+49)),214,118,96
792,((41+86)+(62+14)),203,127,76
793,((17+98)+(70+95)),280,115,165
794,((87+21)+(35+31)),174,108,66
795,((89+78)+(59+46)),272,167,105
796,((73+18)+(76+23)),190,91,99
797,((97+27)+(99+52)),275,124,151
798,((16+64)+(51+59)),190,80,110
799,((35+95)+(93+43)),266,130,136
800,((59+17)+(97+14)),187,76,111
801,((44+46)+(15+90)),195,90,105
802,((43+75)+(86+95)),299,118,181
803,((66+82)+(96+49)),293,148,145
804,((99+55)+(46+48)),248,154,94
805,((12+19)+(13+41)),85,31,54
806,((89+15)+(84+64)),252,104,148
807,((85+91)+(44+42)),262,176,86
808,((48+63)+(47+96)),254,111,143
809,((83+91)+(81+26)),281,174,107
810,((90+55)+(42+64)),251,145,106
811,((33+49)+(37+78)),197,82,115
812,((60+36)+(37+72)),205,96,109
813,((64+17)+(95+76)),252,81,171
814,((62+18)+(73+14)),167,80,87
815,((81+88)+(56+13)),238,169,69
816,((83+45)+(59+50)),237,128,109
817,((79+97)+(43+71)),290,176,114
818,((83+59)+(51+76)),269,142,127
819,((25+16)+(72+53)),166,41,125
820,((21+77)+(64+54)),216,98,118
821,((80+71)+(54+37)),242,151,91
822,((14+56)+(99+32)),201,70,131
823,((95+91)+(70+74)),330,186,144
824,((51+17)+(93+24)),185,68,117
825,((76+12)+(34+95)),217,88,129
826,((59+86)+(39+65)),249,145,104
827,((62+51)+(39+73)),225,113,112
828,((98+58)+(81+37)),274,156,118
829,((26+56)+(47+89)),218,82,136
830,((75+84)+(26+40)),225,159,66
831,((24+96)+(30+76)),226,120,106
832,((35+25)+(96+41)),197,60,137
833,((16+70)+(16+94)),196,86,110
834,((37+24)+(63+67)),191,61,130
835,((97+13)+(42+85)),237,110,127
836,((78+10)+(71+71)),230,88,142
837,((31+68)+(35+80)),214,99,115
838,((72+29)+(99+55)),255,101,154
839,((87+94)+(89+11)),281,181,100
840,((89+89)+(16+15)),209,178,31
841,((83+72)+(37+16)),208,155,53
842,((68+21)+(36+98)),223,89,134
843,((48+27)+(40+54)),169,75,94
844,((18+68)+(64+14)),164,86,78
845,((44+95)+(67+74)),280,139,141
846,((45+67)+(67+79)),258,112,146
847,((35+16)+(93+53)),197,51,146
848,((79+73)+(90+92)),334,152,182
849,((54+37)+(44+73)),208,91,117
850,((30+44)+(77+74)),225,74,151
851,((81+95)+(14+90)),280,176,104
852,((76+93)+(89+22)),280,169,111
853,((82+46)+(59+40)),227,128,99
854,((49+31)+(20+81)),181,80,101
855,((17+38)+(26+79)),160,55,105
856,((33+28)+(45+37)),143,61,82
857,((30+41)+(44+47)),162,71,91
858,((80+51)+(86+65)),282,131,151
859,((15+41)+(24+77)),157,56,101
860,((62+46)+(81+92)),281,108,173
861,((90+53)+(77+82)),302,143,159
862,((47+93)+(88+24)),252,140,112
863,((38+22)+(78+32)),170,60,110
864,((35+64)+(56+22)),177,99,78
865,((43+83)+(10+74)),210,126,84
866,((54+22)+(69+91)),236,76,160
867,((16+81)+(81+71)),249,97,152
868,((66+47)+(77+63)),253,113,140
869,((80+52)+(49+97)),278,132,146
870,((85+25)+(20+68)),198,110,88
871,((31+43)+(86+86)),246,74,172
872,((95+50)+(61+79)),285,145,140
873,((17+40)+(50+39)),146,57,89
874,((32+43)+(87+46)),208,75,133
875,((75+57)+(49+16)),197,132,65
876,((73+43)+(24+98)),238,116,122
877,((23+84)+(64+38)),209,107,102
878,((81+96)+(41+50)),268,177,91
879,((98+62)+(75+33)),268,160,108
880,((33+78)+(21+29)),161,111,50
881,((19+87)+(95+51)),252,106,146
882,((74+43)+(54+59)),230,117,113
883,((58+53)+(25+21)),157,111,46
884,((49+49)+(17+75)),190,98,92
885,((49+60)+(93+16)),218,109,109
886,((65+10)+(99+47)),221,75,146
887,((67+31)+(13+60)),171,98,73
888,((85+28)+(10+83)),206,113,93
889,((63+47)+(62+92)),264,110,154
890,((63+76)+(63+40)),242,139,103
891,((95+45)+(51+46)),237,140,97
892,((10+33)+(80+59)),182,43,139
893,((93+85)+(78+10)),266,178,88
894,((94+43)+(83+49)),269,137,132
895,((19+83)+(14+27)),143,102,41
896,((41+74)+(59+58)),232,115,117
897,((81+20)+(83+15)),199,101,98
898,((26+28)+(74+65)),193,54,139
899,((34+21)+(30+64)),149,55,94
900,((42+60)+(18+71)),191,102,89
901,((92+21)+(79+78)),270,113,157
902,((78+23)+(10+85)),196,101,95
903,((67+90)+(73+90)),320,157,163
904,((46+16)+(19+31)),112,62,50
905,((21+13)+(41+90)),165,34,131
906,((37+61)+(43+61)),202,98,104
907,((95+10)+(89+37)),231,105,126
908,((13+16)+(79+88)),196,29,167
909,((86+85)+(21+89)),281,171,110
910,((85+72)+(37+76)),270,157,113
911,((47+10)+(10+60)),127,57,70
912,((25+52)+(70+55)),202,77,125
913,((69+79)+(54+58)),260,148,112
914,((13+44)+(54+38)),149,57,92
915,((24+27)+(17+20)),88,51,37
916,((51+73)+(82+14)),220,124,96
917,((37+89)+(59+65)),250,126,124
918,((23+36)+(87+56)),202,59,143
919,((41+62)+(76+25)),204,103,101
920,((33+97)+(22+81)),233,130,103
921,((42+71)+(79+33)),225,113,112
922,((38+99)+(50+76)),263,137,126
923,((75+95)+(50+51)),271,170,101
924,((10+44)+(18+25)),97,54,43
925,((66+29)+(92+13)),200,95,105
926,((96+18)+(91+36)),241,114,127
927,((41+74)+(74+12)),201,115,86
928,((52+36)+(19+82)),189,88,101
929,((67+65)+(81+79)),292,132,160
930,((14+46)+(70+96)),226,60,166
931,((87+75)+(77+63)),302,162,140
932,((18+46)+(42+92)),198,64,134
933,((74+24)+(53+31)),182,98,84
934,((37+30)+(77+19)),163,67,96
935,((36+18)+(34+48)),136,54,82
936,((10+68)+(28+76)),182,78,104
937,((63+29)+(28+34)),154,92,62
938,((77+14)+(63+78)),232,91,141
939,((50+57)+(10+50)),167,107,60
940,((11+56)+(15+73)),155,67,88
941,((94+45)+(39+67)),245,139,106
942,((67+68)+(15+60)),210,135,75
943,((19+19)+(61+79)),178,38,140
944,((42+29)+(32+94)),197,71,126
945,((21+63)+(57+42)),183,84,99
946,((70+81)+(42+12)),205,151,54
947,((47+33)+(15+81)),176,80,96
948,((91+80)+(81+35)),287,171,116
949,((28+38)+(19+62)),147,66,81
950,((13+69)+(41+61)),184,82,102
951,((94+42)+(72+36)),244,136,108
952,((81+77)+(37+38)),233,158,75
953,((48+27)+(12+79)),166,75,91
954,((45+82)+(54+29)),210,127,83
955,((90+23)+(83+77)),273,113,160
956,((26+69)+(41+50)),186,95,91
957,((77+44)+(15+71)),207,121,86
958,((92+23)+(74+34)),223,115,108
959,((93+69)+(61+61)),284,162,122
960,((60+96)+(42+53)),251,156,95
961,((90+61)+(26+15)),192,151,41
962,((74+38)+(29+28)),169,112,57
963,((46+39)+(96+54)),235,85,150
964,((98+90)+(77+65)),330,188,142
965,((65+30)+(21+91)),207,95,112
966,((56+35)+(70+34)),195,91,104
967,((59+63)+(33+45)),200,122,78
968,((35+41)+(74+45)),195,76,119
969,((74+17)+(94+55)),240,91,149
970,((64+45)+(65+67)),241,109,132
971,((28+30)+(28+14)),100,58,42
972,((31+13)+(37+49)),130,44,86
973,((12+86)+(63+37)),198,98,100
974,((97+45)+(34+80)),256,142,114
975,((86+82)+(16+14)),198,168,30
976,((26+42)+(36+21)),125,68,57
977,((82+86)+(25+87)),280,168,112
978,((41+97)+(75+61)),274,138,136
979,((73+10)+(76+93)),252,83,169
980,((62+74)+(82+41)),259,136,123
981,((50+29)+(53+43)),175,79,96
982,((16+75)+(25+38)),154,91,63
983,((69+90)+(14+84)),257,159,98
984,((24+35)+(76+18)),153,59,94
985,((75+29)+(30+86)),220,104,116
986,((80+18)+(51+86)),235,98,137
987,((63+43)+(26+60)),192,106,86
988,((27+98)+(78+39)),242,125,117
989,((20+18)+(82+77)),197,38,159
990,((81+23)+(68+28)),200,104,96
991,((49+72)+(91+64)),276,121,155
992,((81+63)+(34+32)),210,144,66
993,((89+22)+(54+91)),256,111,145
994,((89+66)+(79+91)),325,155,170
995,((43+46)+(40+38)),167,89,78
996,((72+36)+(23+39)),170,108,62
997,((38+93)+(61+96)),288,131,157
998,((22+13)+(18+47)),100,35,65
999,((54+99)+(99+65)),317,153,164
